epoch,t_s,node_id,tier,x_m,y_m,z0_mm,subsidence_mm,subsidence_prov,tilt_x_urad,tilt_y_urad,tilt_prov,strain_ustrain,strain_prov,disp_mm,disp_prov,battery_mv,rssi_dbm,parent_used,delivered,via_emergency
1,3600.0,304,1C,1526.83,-32.25,0.0,0.554,synthetic,,,,41.65,synthetic,,,4207.784,-47.545,49,true,false
1,3600.0,305,1C,1533.1,33.06,0.0,0.573,synthetic,,,,44.178,synthetic,,,4207.461,-54.616,29,true,false
1,3600.0,306,1B,1533.83,-145.45,0.0,0.843,synthetic,,,,57.109,synthetic,0.557,synthetic,4198.121,-43.716,75,true,false
1,3600.0,307,1B,1547.05,169.12,0.0,0.621,synthetic,,,,53.197,synthetic,0.6,synthetic,4198.022,-51.26,58,true,false
1,3600.0,308,1C,1551.72,-11.98,0.0,-0.784,synthetic,,,,41.151,synthetic,,,4193.56,-44.564,40,true,false
1,3600.0,309,1C,1571.84,19.49,0.0,0.322,synthetic,,,,39.468,synthetic,,,4202.627,-43.886,40,true,false
1,3600.0,310,1B,1572.91,95.79,0.0,1.848,synthetic,,,,58.699,synthetic,0.558,synthetic,4202.688,-52.125,58,true,false
1,3600.0,311,1B,1580.98,-97.75,0.0,-1.459,synthetic,,,,55.091,synthetic,0.571,synthetic,4200.434,-52.901,20,true,false
1,3600.0,312,1C,1590.09,-17.14,0.0,-0.345,synthetic,,,,40.94,synthetic,,,4206.395,-44.365,40,true,false
1,3600.0,313,1B,1590.73,144.4,0.0,-0.039,synthetic,,,,43.505,synthetic,0.552,synthetic,4191.919,-29.484,58,true,false
1,3600.0,314,1C,1602.9,7.9,0.0,-3.396,synthetic,,,,42.029,synthetic,,,4195.66,-47.19,40,true,false
1,3600.0,315,1C,1607.12,34.9,0.0,0.553,synthetic,,,,33.833,synthetic,,,4203.185,-57.879,43,true,false
1,3600.0,316,1B,1608.07,-152.07,0.0,-0.635,synthetic,,,,47.547,synthetic,0.587,synthetic,4202.191,-42.233,20,true,false
1,3600.0,317,1C,1628.55,16.56,0.0,-1.301,synthetic,,,,39.468,synthetic,,,4192.995,-46.927,35,true,false
1,3600.0,318,1B,1628.82,110.63,0.0,0.703,synthetic,,,,46.339,synthetic,0.476,synthetic,4199.926,-51.471,58,true,false
1,3600.0,319,1C,1631.15,-22.71,0.0,-0.21,synthetic,,,,41.079,synthetic,,,4205.276,-46.722,35,true,false
1,3600.0,320,1B,1633.13,-99.86,0.0,-0.442,synthetic,,,,44.583,synthetic,0.552,synthetic,4187.197,-49.952,20,true,false
1,3600.0,321,1C,1653.24,29.24,0.0,1.234,synthetic,,,,44.931,synthetic,,,4200.44,-47.113,35,true,false
1,3600.0,322,1B,1658.82,-151.63,0.0,0.323,synthetic,,,,48.673,synthetic,0.713,synthetic,4197.91,-48.593,20,true,false
1,3600.0,323,1C,1659.85,-32.07,0.0,-0.329,synthetic,,,,42.6,synthetic,,,4203.725,-46.952,35,true,false
1,3600.0,324,1C,1673.72,0.86,0.0,0.126,synthetic,,,,47.645,synthetic,,,4198.442,-43.647,35,true,false
1,3600.0,325,1B,1680.03,150.81,0.0,-0.688,synthetic,,,,53.73,synthetic,0.701,synthetic,4196.112,-53.169,18,true,false
1,3600.0,326,1C,1681.17,28.25,0.0,-0.926,synthetic,,,,37.918,synthetic,,,4190.316,-49.946,43,true,false
1,3600.0,327,1B,1694.49,95.62,0.0,1.438,synthetic,,,,46.941,synthetic,0.513,synthetic,4203.459,-49.65,43,true,false
1,3600.0,328,1B,1704.98,-110.59,0.0,-1.411,synthetic,,,,46.237,synthetic,0.339,synthetic,4196.524,-49.709,81,true,false
1,3600.0,329,1C,1713.05,-24.18,0.0,-0.249,synthetic,,,,46.474,synthetic,,,4197.365,-48.768,47,true,false
1,3600.0,330,1C,1716.95,19.41,0.0,-1.196,synthetic,,,,43.806,synthetic,,,4199.3,-48.945,43,true,false
1,3600.0,331,1C,1730.01,-4.44,0.0,3.47,synthetic,,,,41.306,synthetic,,,4191.193,-52.774,47,true,false
1,3600.0,332,1B,1739.56,-146.73,0.0,-0.798,synthetic,,,,46.442,synthetic,0.512,synthetic,4203.681,-45.88,81,true,false
1,3600.0,333,1C,1744.8,-29.88,0.0,1.403,synthetic,,,,46.32,synthetic,,,4209.617,-49.125,28,true,false
1,3600.0,334,1B,1750.53,131.11,0.0,-0.446,synthetic,,,,49.106,synthetic,0.685,synthetic,4200.718,-42.507,18,true,false
1,3600.0,335,1C,1759.19,30.97,0.0,0.725,synthetic,,,,41.73,synthetic,,,4194.795,-48.268,28,true,false
1,3600.0,336,1B,1770.64,-106.88,0.0,0.197,synthetic,,,,57.772,synthetic,0.317,synthetic,4196.448,-54.465,47,true,false
1,3600.0,337,1C,1773.13,-29.12,0.0,0.687,synthetic,,,,42.167,synthetic,,,4202.11,-45.824,28,true,false
1,3600.0,338,1C,1777.8,12.47,0.0,0.993,synthetic,,,,45.318,synthetic,,,4190.441,-40.925,28,true,false
1,3600.0,339,1C,1794.16,-13.99,0.0,0.75,synthetic,,,,41.229,synthetic,,,4201.033,-44.924,28,true,false
1,3600.0,340,1B,1795.46,159.03,0.0,0.447,synthetic,,,,43.656,synthetic,0.694,synthetic,4197.9,-51.794,18,true,false
1,3600.0,341,1B,1795.5,-150.53,0.0,0.777,synthetic,,,,46.06,synthetic,0.661,synthetic,4190.052,-52.461,9,true,false
1,3600.0,342,1C,1802.31,34.05,0.0,4.134,synthetic,,,,37.977,synthetic,,,4208.796,-56.517,43,true,false
1,3600.0,343,1B,1820.97,-97.24,0.0,-0.738,synthetic,,,,56.891,synthetic,0.51,synthetic,4202.965,-52.008,9,true,false
1,3600.0,344,1C,1826.99,13.02,0.0,-0.852,synthetic,,,,40.125,synthetic,,,4195.05,-46.733,12,true,false
1,3600.0,345,1B,1827.74,119.3,0.0,0.924,synthetic,,,,53.465,synthetic,0.679,synthetic,4198.315,-52.632,15,true,false
1,3600.0,346,1C,1830.07,-15.83,0.0,1.488,synthetic,,,,37.547,synthetic,,,4193.377,-45.701,12,true,false
1,3600.0,347,1C,1845.99,32.72,0.0,-1.242,synthetic,,,,41.569,synthetic,,,4198.187,-48.195,12,true,false
1,3600.0,348,1B,1856.12,-141.36,0.0,-4.397,synthetic,,,,55.766,synthetic,0.755,synthetic,4202.772,-27.571,9,true,false
1,3600.0,349,1C,1869.32,-30.32,0.0,-2.595,synthetic,,,,42.513,synthetic,,,4199.526,-47.468,12,true,false
1,3600.0,350,1C,1873.83,4.54,0.0,-1.544,synthetic,,,,42.096,synthetic,,,4204.71,-44.022,12,true,false
1,3600.0,351,1C,1874.72,36.97,0.0,1.893,synthetic,,,,46.008,synthetic,,,4201.594,-52.965,15,true,false
1,3600.0,352,1B,1875.9,105.37,0.0,1.63,synthetic,,,,51.163,synthetic,0.425,synthetic,4201.631,-37.394,15,true,false
1,3600.0,353,1B,1892.91,159.82,0.0,-0.498,synthetic,,,,49.852,synthetic,0.561,synthetic,4200.195,-53.139,15,true,false
1,3600.0,354,1C,1898.91,-29.31,0.0,-1.855,synthetic,,,,40.42,synthetic,,,4197.887,-58.904,9,true,false
1,3600.0,355,1C,1899.09,-2.93,0.0,0.865,synthetic,,,,40.77,synthetic,,,4202.317,-47.774,25,true,false
1,3600.0,356,1B,1905.42,-115.72,0.0,-0.536,synthetic,,,,42.631,synthetic,0.585,synthetic,4193.824,-52.574,9,true,false
1,3600.0,357,1C,1919.65,29.4,0.0,2.608,synthetic,,,,42.295,synthetic,,,4211.382,-47.864,25,true,false
1,3600.0,358,1C,1924.04,-25.63,0.0,1.742,synthetic,,,,41.782,synthetic,,,4194.619,-45.199,25,true,false
1,3600.0,359,1C,1928.43,4.76,0.0,-2.041,synthetic,,,,35.886,synthetic,,,4201.58,-35.454,25,true,false
1,3600.0,360,1B,1933.44,-159.8,0.0,-0.454,synthetic,,,,57.252,synthetic,0.641,synthetic,4196.946,-52.747,19,true,false
1,3600.0,361,1B,1939.56,113.55,0.0,-0.794,synthetic,,,,58.471,synthetic,0.478,synthetic,4189.17,-51.19,63,true,false
1,3600.0,362,1B,1948.84,165.03,0.0,2.81,synthetic,,,,41.024,synthetic,0.709,synthetic,4203.984,-41.144,63,true,false
1,3600.0,363,1C,1955.23,-20.55,0.0,1.261,synthetic,,,,39.398,synthetic,,,4191.94,-46.428,25,true,false
1,3600.0,364,1C,1960.07,25.03,0.0,0.9,synthetic,,,,39.135,synthetic,,,4206.98,-50.206,72,true,false
1,3600.0,365,1C,1982.78,-22.8,0.0,-0.57,synthetic,,,,41.664,synthetic,,,4208.829,-48.447,53,true,false
1,3600.0,366,1B,1986.69,-150.02,0.0,-2.8,synthetic,,,,50.954,synthetic,0.602,synthetic,4198.073,-33.514,19,true,false
1,3600.0,367,1B,1994.36,-99.5,0.0,-0.966,synthetic,,,,52.177,synthetic,0.507,synthetic,4199.375,-51.613,19,true,false
1,3600.0,368,1C,1998.76,15.59,0.0,2.714,synthetic,,,,43.877,synthetic,,,4201.315,-44.29,53,true,false
1,3600.0,369,1C,2006.82,-31.12,0.0,2.268,synthetic,,,,42.534,synthetic,,,4200.786,-46.631,53,true,false
1,3600.0,370,1B,2010.5,153.17,0.0,-0.739,synthetic,,,,47.75,synthetic,0.38,synthetic,4199.468,-50.785,63,true,false
1,3600.0,371,1B,2011.58,96.4,0.0,0.839,synthetic,,,,46.937,synthetic,0.655,synthetic,4206.822,-50.823,72,true,false
1,3600.0,372,1C,2030.78,11.44,0.0,0.346,synthetic,,,,41.53,synthetic,,,4211.863,-44.206,53,true,false
1,3600.0,373,1C,2032.55,-23.7,0.0,-0.288,synthetic,,,,34.046,synthetic,,,4194.637,-46.498,53,true,false
1,3600.0,374,1B,2047.47,-129.32,0.0,0.244,synthetic,,,,48.199,synthetic,0.439,synthetic,4201.0,-52.627,19,true,false
1,3600.0,375,1C,2047.82,31.41,0.0,0.435,synthetic,,,,40.316,synthetic,,,4202.686,-50.887,53,true,true
1,3600.0,376,1C,2061.26,9.74,0.0,0.044,synthetic,,,,40.936,synthetic,,,4205.697,-47.764,26,true,false
1,3600.0,377,1B,2062.9,97.9,0.0,-1.487,synthetic,,,,48.956,synthetic,0.568,synthetic,4202.615,-47.19,57,true,false
1,3600.0,378,1B,2063.59,167.98,0.0,3.28,synthetic,,,,40.698,synthetic,0.544,synthetic,4200.014,-55.247,1,true,false
1,3600.0,379,1C,2070.0,-24.49,0.0,-1.225,synthetic,,,,42.106,synthetic,,,4192.462,-47.301,26,true,false
1,3600.0,380,1C,2078.57,32.64,0.0,-0.502,synthetic,,,,38.884,synthetic,,,4201.825,-48.689,26,true,false
1,3600.0,381,1B,2095.16,-97.34,0.0,-1.078,synthetic,,,,46.907,synthetic,1.262,synthetic,4199.431,-54.464,65,true,false
1,3600.0,382,1C,2101.05,-34.16,0.0,1.823,synthetic,,,,41.217,synthetic,,,4200.236,-47.582,26,true,false
1,3600.0,383,1C,2102.53,3.4,0.0,-0.239,synthetic,,,,42.271,synthetic,,,4196.657,-38.089,26,true,false
1,3600.0,384,1B,2107.84,127.75,0.0,1.915,synthetic,,,,59.19,synthetic,0.786,synthetic,4197.805,-50.491,1,true,false
1,3600.0,385,1C,2115.84,35.72,0.0,-0.631,synthetic,,,,38.724,synthetic,,,4196.464,-54.177,57,true,false
1,3600.0,386,1B,2121.77,-161.42,0.0,-0.404,synthetic,,,,47.595,synthetic,0.619,synthetic,4207.691,-48.469,65,true,false
1,3600.0,387,1C,2131.9,-32.5,0.0,0.202,synthetic,,,,38.935,synthetic,,,4202.737,-58.143,65,true,false
1,3600.0,388,1C,2140.94,12.41,0.0,0.549,synthetic,,,,41.97,synthetic,,,4204.597,-48.096,48,true,false
1,3600.0,389,1C,2159.62,-12.24,0.0,1.881,synthetic,,,,43.587,synthetic,,,4203.194,-41.649,48,true,false
1,3600.0,390,1B,2176.15,-100.12,0.0,-0.393,synthetic,,,,61.1,synthetic,0.733,synthetic,4196.685,-50.813,65,true,false
1,3600.0,391,1C,2179.48,8.25,0.0,-1.713,synthetic,,,,32.406,synthetic,,,4204.65,-38.963,48,true,false
1,3600.0,392,1B,2180.05,163.71,0.0,-0.358,synthetic,,,,52.648,synthetic,0.542,synthetic,4199.351,-48.694,1,true,false
1,3600.0,393,1C,2184.2,33.39,0.0,-0.03,synthetic,,,,42.215,synthetic,,,4203.84,-48.612,48,true,false
1,3600.0,394,1B,2185.1,-150.65,0.0,-2.352,synthetic,,,,47.722,synthetic,0.618,synthetic,4200.423,-47.643,65,true,false
1,3600.0,395,1B,2192.32,112.05,0.0,-2.976,synthetic,,,,48.778,synthetic,0.722,synthetic,4203.998,-53.765,1,true,false
1,3600.0,396,1C,2201.13,-26.7,0.0,1.195,synthetic,,,,38.101,synthetic,,,4197.201,-48.658,48,true,false
1,3600.0,397,1C,2216.58,27.25,0.0,4.625,synthetic,,,,39.729,synthetic,,,4200.418,-60.712,1,true,false
1,3600.0,398,1C,2218.09,0.35,0.0,1.975,synthetic,,,,43.248,synthetic,,,4194.161,-53.737,61,true,false
1,3600.0,399,1C,2226.97,-30.42,0.0,-1.255,synthetic,,,,40.699,synthetic,,,4197.906,-48.185,61,true,false
1,3600.0,400,1B,2234.61,-100.83,0.0,3.738,synthetic,,,,40.573,synthetic,0.536,synthetic,4207.953,-49.146,61,true,false
1,3600.0,401,1B,2247.65,161.19,0.0,-1.854,synthetic,,,,44.415,synthetic,0.674,synthetic,4194.114,-50.662,31,true,false
1,3600.0,402,1C,2251.08,12.88,0.0,-0.379,synthetic,,,,32.098,synthetic,,,4188.818,-54.741,61,true,false
1,3600.0,403,1B,2255.52,102.13,0.0,0.266,synthetic,,,,47.725,synthetic,0.8,synthetic,4189.701,-52.621,31,true,false
1,3600.0,404,1C,2261.48,-31.21,0.0,-2.851,synthetic,,,,41.931,synthetic,,,4194.035,-48.328,61,true,false
1,3600.0,405,1B,2273.32,-145.62,0.0,0.801,synthetic,,,,47.567,synthetic,0.823,synthetic,4197.703,-28.183,80,true,false
1,3600.0,406,1C,2273.87,2.21,0.0,0.086,synthetic,,,,40.659,synthetic,,,4197.004,-43.151,3,true,false
1,3600.0,407,1C,2289.77,32.74,0.0,1.21,synthetic,,,,41.066,synthetic,,,4197.937,-45.162,3,true,false
1,3600.0,408,1C,2291.99,-22.32,0.0,0.159,synthetic,,,,44.613,synthetic,,,4202.343,-46.8,3,true,false
1,3600.0,409,1C,2303.75,4.97,0.0,0.243,synthetic,,,,33.71,synthetic,,,4203.977,-38.205,3,true,false
1,3600.0,410,1B,2310.97,108.21,0.0,-0.939,synthetic,,,,56.699,synthetic,0.423,synthetic,4204.203,-49.982,31,true,false
1,3600.0,411,1B,2319.42,-109.68,0.0,-0.744,synthetic,,,,48.499,synthetic,0.776,synthetic,4205.468,-50.559,24,true,false
1,3600.0,412,1C,2324.26,-9.8,0.0,-1.003,synthetic,,,,41.553,synthetic,,,4192.408,-51.038,33,true,false
1,3600.0,413,1C,2326.77,18.87,0.0,-0.086,synthetic,,,,40.268,synthetic,,,4196.409,-48.22,3,true,false
1,3600.0,414,1B,2332.07,154.58,0.0,-0.65,synthetic,,,,41.625,synthetic,0.666,synthetic,4194.69,-49.174,31,true,false
1,3600.0,415,1C,2352.9,27.9,0.0,0.976,synthetic,,,,42.622,synthetic,,,4203.945,-48.33,33,true,false
1,3600.0,416,1B,2357.92,-150.78,0.0,1.094,synthetic,,,,50.117,synthetic,0.459,synthetic,4203.229,-37.214,24,true,false
1,3600.0,417,1B,2362.71,114.64,0.0,2.585,synthetic,,,,50.704,synthetic,0.571,synthetic,4206.07,-54.957,31,true,false
1,3600.0,418,1C,2363.86,-21.58,0.0,0.174,synthetic,,,,41.208,synthetic,,,4200.888,-43.829,33,true,false
1,3600.0,419,1C,2371.86,6.17,0.0,-1.337,synthetic,,,,40.77,synthetic,,,4201.919,-35.609,33,true,false
1,3600.0,420,1B,2399.33,-121.72,0.0,2.759,synthetic,,,,47.36,synthetic,0.445,synthetic,4197.796,-51.292,24,true,false
1,3600.0,421,1B,2415.4,-42.86,0.0,0.739,synthetic,,,,48.977,synthetic,0.272,synthetic,4199.319,-50.942,51,true,false
1,3600.0,422,1B,2443.75,22.16,0.0,-0.855,synthetic,,,,41.949,synthetic,0.599,synthetic,4200.906,-52.39,51,true,false
1,3600.0,423,1A,2461.99,158.31,0.0,-0.657,synthetic,1235.326,1194.543,synthetic,,,,,4204.722,-56.541,44,true,false
1,3600.0,424,1B,2495.21,-8.23,0.0,-0.931,synthetic,,,,58.909,synthetic,0.521,synthetic,4192.709,-49.269,51,true,false
1,3600.0,425,1A,2501.81,-115.56,0.0,0.112,synthetic,1278.358,1331.63,synthetic,,,,,4205.403,-56.474,51,true,false
1,3600.0,426,1A,2551.52,87.31,0.0,1.537,synthetic,1155.616,1300.318,synthetic,,,,,4198.867,-54.254,44,true,false
2,7200.0,100,1A,-13.29,145.48,0.0,3.02,synthetic,2353.081,1973.643,synthetic,,,,,4208.142,-59.97,32,true,false
2,7200.0,101,1A,-6.19,-117.25,0.0,-0.691,synthetic,1958.514,1964.837,synthetic,,,,,4208.857,-59.139,32,true,false
2,7200.0,102,1B,10.76,5.93,0.0,-1.638,synthetic,,,,86.455,synthetic,0.885,synthetic,4196.61,-42.281,32,true,false
2,7200.0,103,1B,52.78,-34.48,0.0,1.907,synthetic,,,,82.224,synthetic,0.804,synthetic,4198.331,-48.814,36,true,false
2,7200.0,104,1C,94.17,4.32,0.0,0.036,synthetic,,,,71.655,synthetic,,,4197.425,-44.124,36,true,false
2,7200.0,105,1B,102.12,-142.73,0.0,1.174,synthetic,,,,73.537,synthetic,0.54,synthetic,4207.993,-49.623,37,true,false
2,7200.0,106,1C,114.25,-15.88,0.0,-0.969,synthetic,,,,72.749,synthetic,,,4198.254,-49.977,36,true,false
2,7200.0,107,1B,115.13,127.21,0.0,2.258,synthetic,,,,87.969,synthetic,0.472,synthetic,4199.394,-55.266,76,true,false
2,7200.0,108,1C,126.81,6.98,0.0,-2.347,synthetic,,,,71.794,synthetic,,,4197.022,-46.016,10,true,false
2,7200.0,109,1C,131.69,31.8,0.0,-0.109,synthetic,,,,74.338,synthetic,,,4199.613,-53.823,36,true,false
2,7200.0,110,1C,150.17,-28.07,0.0,0.626,synthetic,,,,68.311,synthetic,,,4197.727,-45.528,10,true,false
2,7200.0,111,1C,150.57,-1.71,0.0,0.753,synthetic,,,,63.59,synthetic,,,4200.164,-24.657,10,true,false
2,7200.0,112,1B,154.36,-151.04,0.0,-0.099,synthetic,,,,73.216,synthetic,0.648,synthetic,4202.102,-38.411,37,true,false
2,7200.0,113,1C,161.87,26.92,0.0,-0.196,synthetic,,,,68.52,synthetic,,,4203.95,-46.841,10,true,false
2,7200.0,114,1B,172.22,-96.29,0.0,-3.203,synthetic,,,,76.305,synthetic,0.355,synthetic,4186.792,-53.183,37,true,false
2,7200.0,115,1C,178.03,-29.46,0.0,-0.334,synthetic,,,,71.198,synthetic,,,4200.468,-57.91,36,true,false
2,7200.0,116,1C,180.68,7.0,0.0,0.871,synthetic,,,,61.222,synthetic,,,4204.346,-46.508,10,true,false
2,7200.0,117,1B,192.21,137.4,0.0,-1.833,synthetic,,,,73.332,synthetic,0.763,synthetic,4196.918,-46.589,76,true,false
2,7200.0,118,1C,197.73,26.63,0.0,1.753,synthetic,,,,71.421,synthetic,,,4196.871,-55.404,76,true,false
2,7200.0,119,1C,201.84,-12.84,0.0,-0.393,synthetic,,,,68.21,synthetic,,,4199.457,-47.525,39,true,false
2,7200.0,120,1B,203.6,-168.65,0.0,-0.174,synthetic,,,,82.367,synthetic,0.731,synthetic,4197.813,-52.869,55,true,false
2,7200.0,121,1C,229.26,-15.84,0.0,-0.575,synthetic,,,,69.697,synthetic,,,4199.392,-40.245,39,true,false
2,7200.0,122,1C,233.7,20.32,0.0,1.762,synthetic,,,,75.931,synthetic,,,4201.572,-44.209,39,true,false
2,7200.0,123,1A,258.0,-203.37,0.0,-0.03,pinned,1960.174,2023.206,synthetic,,,,,4201.157,-43.97,55,true,false
2,7200.0,124,1A,258.0,-173.77,0.0,0.106,pinned,2019.861,2068.815,synthetic,,,,,4201.77,-36.894,55,true,false
2,7200.0,125,1B,258.0,-153.57,0.0,-0.957,pinned,,,,80.997,synthetic,0.853,synthetic,4194.692,-46.423,55,true,false
2,7200.0,126,1B,258.0,-133.57,0.0,0.207,pinned,,,,81.472,synthetic,0.398,synthetic,4202.996,-48.048,68,true,false
2,7200.0,127,1B,258.0,-113.57,0.0,1.247,pinned,,,,76.683,synthetic,0.682,synthetic,4202.942,-42.748,68,true,false
2,7200.0,128,1A,258.0,-93.37,0.0,-1.271,pinned,1847.349,2063.565,synthetic,,,,,4198.056,-42.022,68,true,false
2,7200.0,129,1A,258.0,-73.37,0.0,-3.418,pinned,2053.545,1931.479,synthetic,,,,,4200.21,-47.416,68,true,false
2,7200.0,130,1B,258.0,-43.27,0.0,0.106,pinned,,,,82.419,synthetic,0.951,synthetic,4206.677,-52.859,68,true,false
2,7200.0,131,1C,258.0,-13.67,0.0,0.16,pinned,,,,72.641,synthetic,,,4207.094,-46.021,39,true,false
2,7200.0,132,1C,258.0,6.63,0.0,-1.269,pinned,,,,68.773,synthetic,,,4202.238,-45.68,39,true,false
2,7200.0,133,1C,258.0,36.73,0.0,0.755,pinned,,,,66.536,synthetic,,,4199.615,-47.959,56,true,false
2,7200.0,134,1A,258.0,66.63,0.0,-1.834,pinned,2073.344,2040.592,synthetic,,,,,4199.231,-40.686,56,true,false
2,7200.0,135,1B,258.0,96.53,0.0,1.2,pinned,,,,79.953,synthetic,0.459,synthetic,4203.549,-47.368,56,true,false
2,7200.0,136,1B,258.0,126.53,0.0,0.117,pinned,,,,79.261,synthetic,0.585,synthetic,4190.231,-49.585,59,true,false
2,7200.0,137,1B,258.0,146.53,0.0,0.487,pinned,,,,79.731,synthetic,0.686,synthetic,4205.285,-44.009,59,true,false
2,7200.0,138,1B,258.0,166.53,0.0,-1.115,pinned,,,,77.363,synthetic,0.5,synthetic,4191.513,-31.321,59,true,false
2,7200.0,139,1A,258.0,186.53,0.0,0.117,pinned,2095.751,1978.724,synthetic,,,,,4196.526,-42.885,59,true,false
2,7200.0,140,1C,284.15,7.34,0.0,-2.385,synthetic,,,,72.566,synthetic,,,4196.054,-47.998,46,true,false
2,7200.0,141,1C,288.78,34.51,0.0,0.414,synthetic,,,,65.389,synthetic,,,4209.056,-48.548,56,true,false
2,7200.0,142,1C,298.09,-33.57,0.0,2.346,synthetic,,,,66.533,synthetic,,,4200.162,-45.517,46,true,false
2,7200.0,143,1B,312.9,167.9,0.0,0.075,synthetic,,,,80.056,synthetic,0.554,synthetic,4204.678,-48.33,14,true,false
2,7200.0,144,1B,313.67,-151.4,0.0,0.643,synthetic,,,,77.48,synthetic,1.067,synthetic,4208.831,-52.656,55,true,false
2,7200.0,145,1B,314.6,-97.21,0.0,1.491,synthetic,,,,83.577,synthetic,0.916,synthetic,4203.023,-36.968,78,true,false
2,7200.0,146,1C,321.07,-8.58,0.0,-0.774,synthetic,,,,67.578,synthetic,,,4206.525,-36.174,46,true,false
2,7200.0,147,1C,324.91,-35.74,0.0,0.475,synthetic,,,,71.791,synthetic,,,4195.69,-45.66,46,true,false
2,7200.0,148,1B,332.91,121.76,0.0,0.721,synthetic,,,,78.979,synthetic,0.413,synthetic,4202.204,-46.129,14,true,false
2,7200.0,149,1C,351.05,-3.47,0.0,-0.27,synthetic,,,,75.507,synthetic,,,4188.503,-49.037,46,true,false
2,7200.0,150,1B,361.75,-121.5,0.0,1.098,synthetic,,,,86.4,synthetic,0.201,synthetic,4197.503,-50.945,78,true,false
2,7200.0,151,1C,375.54,-32.69,0.0,0.224,synthetic,,,,68.997,synthetic,,,4197.522,-45.796,4,true,false
2,7200.0,152,1B,377.82,97.32,0.0,1.691,synthetic,,,,78.131,synthetic,0.678,synthetic,4196.069,-52.963,14,true,false
2,7200.0,153,1B,387.75,47.97,0.0,1.322,synthetic,,,,94.954,synthetic,0.844,synthetic,4200.789,-52.795,4,true,false
2,7200.0,154,1B,388.32,148.81,0.0,-0.694,synthetic,,,,84.428,synthetic,0.485,synthetic,4201.731,-50.337,14,true,false
2,7200.0,155,1C,400.2,-23.78,0.0,-2.417,synthetic,,,,67.227,synthetic,,,4199.048,-39.971,4,true,false
2,7200.0,156,1B,403.52,-162.55,0.0,-0.188,synthetic,,,,78.921,synthetic,0.762,synthetic,4202.43,-54.844,30,true,false
2,7200.0,157,1B,412.17,-98.3,0.0,0.927,synthetic,,,,86.53,synthetic,0.854,synthetic,4197.981,-43.894,30,true,false
2,7200.0,158,1C,426.17,-35.12,0.0,1.927,synthetic,,,,70.86,synthetic,,,4200.739,-49.33,4,true,false
2,7200.0,159,1B,430.32,112.04,0.0,-0.482,synthetic,,,,77.483,synthetic,0.534,synthetic,4209.537,-53.266,5,true,false
2,7200.0,160,1C,453.5,-26.22,0.0,2.919,synthetic,,,,70.004,synthetic,,,4199.333,-53.069,4,true,false
2,7200.0,161,1C,461.35,36.95,0.0,-1.937,synthetic,,,,68.112,synthetic,,,4198.75,-53.372,27,true,false
2,7200.0,162,1B,466.57,157.87,0.0,0.994,synthetic,,,,85.727,synthetic,0.564,synthetic,4200.487,-42.826,5,true,false
2,7200.0,163,1B,473.21,-128.21,0.0,-0.37,synthetic,,,,79.828,synthetic,0.681,synthetic,4197.278,-47.006,74,true,false
2,7200.0,164,1B,490.13,102.6,0.0,-0.259,synthetic,,,,82.257,synthetic,0.714,synthetic,4197.664,-50.422,5,true,false
2,7200.0,165,1B,493.58,-56.84,0.0,-0.624,synthetic,,,,77.742,synthetic,0.741,synthetic,4198.944,-54.115,30,true,false
2,7200.0,166,1C,494.56,30.34,0.0,-1.525,synthetic,,,,74.136,synthetic,,,4207.845,-47.004,27,true,false
2,7200.0,167,1B,519.19,-159.6,0.0,1.828,synthetic,,,,75.673,synthetic,0.545,synthetic,4199.896,-45.926,74,true,false
2,7200.0,168,1B,524.39,164.3,0.0,3.494,synthetic,,,,72.734,synthetic,0.172,synthetic,4195.656,-50.18,5,true,false
2,7200.0,169,1B,527.06,-107.96,0.0,-0.99,synthetic,,,,74.542,synthetic,0.22,synthetic,4192.196,-52.125,74,true,false
2,7200.0,170,1C,533.82,33.85,0.0,1.308,synthetic,,,,72.645,synthetic,,,4197.731,-42.915,27,true,false
2,7200.0,171,1C,543.39,8.98,0.0,-0.709,synthetic,,,,70.751,synthetic,,,4196.395,-44.175,27,true,false
2,7200.0,172,1B,567.77,132.93,0.0,-0.984,synthetic,,,,77.139,synthetic,0.72,synthetic,4200.054,-53.28,52,true,false
2,7200.0,173,1B,570.52,-157.65,0.0,-0.515,synthetic,,,,88.728,synthetic,0.452,synthetic,4196.051,-55.012,74,true,false
2,7200.0,174,1C,579.64,19.77,0.0,-0.098,synthetic,,,,70.001,synthetic,,,4199.705,-52.273,27,true,false
2,7200.0,175,1C,582.16,-6.58,0.0,-1.607,synthetic,,,,74.053,synthetic,,,4211.431,-47.036,13,true,false
2,7200.0,176,1C,591.22,-30.21,0.0,-0.179,synthetic,,,,70.917,synthetic,,,4194.195,-58.78,52,true,false
2,7200.0,177,1C,602.9,37.9,0.0,-1.491,synthetic,,,,71.201,synthetic,,,4187.85,-51.34,52,true,false
2,7200.0,178,1B,609.16,97.68,0.0,-1.695,synthetic,,,,83.009,synthetic,0.521,synthetic,4195.789,-37.59,52,true,false
2,7200.0,179,1C,614.22,6.13,0.0,0.009,synthetic,,,,68.096,synthetic,,,4202.175,-35.609,13,true,false
2,7200.0,180,1C,623.67,-28.21,0.0,2.175,synthetic,,,,69.832,synthetic,,,4195.443,-46.209,13,true,false
